property_id,destination,property_type,nr_rooms,facilities
1691,Tokyo,Apartment,5,"laundry,pool"
2908,Tokyo,Hotel,8,"free wifi,pool,garden,airport shuttle,breakfast"
3472,Tokyo,Hotel,4,"on-site restaurant,garden,breakfast"
3049,Tokyo,Apartment,3,"bbq,garden,laundry,free wifi,game console,kitchen"
4336,Tokyo,Hotel,6,"free wifi,breakfast,bbq"
3067,Tokyo,Apartment,6,"free wifi,laundry,breakfast,kitchen"
2805,Tokyo,Apartment,2,"laundry,parking,kitchen,free wifi,pool"
1064,Tokyo,Hotel,12,"free wifi,pool,spa,airport shuttle,breakfast,on-site restaurant"
3452,Tokyo,Apartment,2,game console
3807,Tokyo,Hotel,6,"pool,spa,free wifi"
1014,Tokyo,Hotel,5,"garden,on-site restaurant,free wifi,breakfast,bbq,spa,airport shuttle"
1066,Tokyo,Hotel,6,"spa,on-site restaurant,pool,airport shuttle,free wifi,breakfast,bbq,garden"
3609,Tokyo,Apartment,4,"pool,bbq,parking,free wifi,kitchen"
4424,Tokyo,Hotel,3,"airport shuttle,free wifi,breakfast,on-site restaurant,pool"
4212,Tokyo,Apartment,1,"kitchen,laundry,parking,garden,free wifi,pool,bbq,game console"
5119,Tokyo,Hotel,5,"breakfast,garden,free wifi,pool,bbq,on-site restaurant"
4761,Tokyo,Hotel,7,"free wifi,on-site restaurant"
3568,Tokyo,Hotel,8,"free wifi,breakfast,garden,on-site restaurant"
5028,Tokyo,Apartment,7,"kitchen,pool"
1010,Tokyo,Apartment,8,"kitchen,free wifi"
2428,Tokyo,Apartment,1,"parking,game console,free wifi,laundry,garden,breakfast"
2366,Tokyo,Apartment,2,"free wifi,parking,kitchen"
1341,Tokyo,Apartment,2,"parking,kitchen,laundry,free wifi"
4297,Tokyo,Apartment,3,"game console,parking,laundry,free wifi,kitchen,bbq"
1246,Tokyo,Apartment,1,pool
4010,Tokyo,Apartment,4,kitchen
4666,Tokyo,Apartment,7,"free wifi,kitchen,garden,pool,parking"
3014,Tokyo,Apartment,3,"free wifi,kitchen"
4472,Tokyo,Apartment,4,garden
4410,Tokyo,Hotel,6,"airport shuttle,breakfast"
4004,Tokyo,Apartment,2,"parking,kitchen,laundry,bbq,free wifi,garden"
2075,Tokyo,Apartment,1,kitchen
4785,Tokyo,Apartment,3,game console
3169,Tokyo,Hotel,8,"on-site restaurant,free wifi,breakfast,airport shuttle"
1636,Tokyo,Apartment,3,"free wifi,parking,game console,garden,kitchen,bbq,pool"
3876,Tokyo,Hotel,8,on-site restaurant
1012,Tokyo,Hotel,2,"breakfast,airport shuttle,free wifi,garden"
2089,Tokyo,Hotel,5,"airport shuttle,free wifi,garden"
5163,Tokyo,Hotel,3,"airport shuttle,free wifi,pool,on-site restaurant,breakfast"
2285,Tokyo,Apartment,1,"garden,free wifi,breakfast"
3389,Tokyo,Hotel,9,"spa,free wifi"
2169,Tokyo,Apartment,2,"free wifi,parking,pool"
4514,Tokyo,Apartment,2,"laundry,parking"
3786,Tokyo,Apartment,1,"garden,parking"
4882,Tokyo,Apartment,NA,"parking,kitchen"
1152,Tokyo,Hotel,2,"airport shuttle,on-site restaurant"
2657,Tokyo,Apartment,2,"free wifi,kitchen,game console,pool,parking"
3495,Tokyo,Hotel,6,"spa,garden,breakfast,airport shuttle,on-site restaurant,free wifi,pool"
3838,Tokyo,Hotel,13,"free wifi,pool,spa,bbq,breakfast,garden,airport shuttle"
3826,Tokyo,Apartment,5,"free wifi,breakfast,laundry,parking,garden,kitchen,bbq,pool"
1769,Tokyo,Apartment,1,"parking,kitchen"
3501,Tokyo,Apartment,2,"kitchen,free wifi,parking,bbq,laundry,breakfast,garden"
1456,Tokyo,Apartment,2,"garden,parking,free wifi,bbq"
4125,Tokyo,Hotel,9,"on-site restaurant,airport shuttle,free wifi,breakfast,pool,garden,spa"
2891,Tokyo,Apartment,2,free wifi
3869,Tokyo,Apartment,3,"kitchen,free wifi"
3648,Tokyo,Apartment,6,"pool,kitchen"
4974,Tokyo,Apartment,3,"garden,free wifi"
3099,Tokyo,Hotel,11,"pool,airport shuttle"
2864,Tokyo,Apartment,3,"laundry,garden,parking"
3969,Tokyo,Hotel,4,breakfast
2096,Tokyo,Hotel,13,bbq
1362,Tokyo,Apartment,3,free wifi
2037,Tokyo,Hotel,8,"bbq,airport shuttle,breakfast,free wifi,on-site restaurant,garden,spa"
3565,Tokyo,Hotel,NA,"free wifi,spa,on-site restaurant"
4924,Tokyo,Apartment,8,"kitchen,pool,parking,laundry,garden,free wifi,game console"
1638,Tokyo,Hotel,9,"breakfast,airport shuttle,pool,garden,on-site restaurant,free wifi"
2499,Tokyo,Hotel,6,"pool,on-site restaurant,breakfast,airport shuttle,free wifi,spa,bbq,garden"
5129,Tokyo,Hotel,7,"garden,free wifi,airport shuttle,bbq,breakfast"
4827,Tokyo,Hotel,NA,"garden,free wifi,pool,breakfast"
4240,Tokyo,Apartment,2,free wifi
1765,Tokyo,Apartment,1,"pool,laundry,breakfast,free wifi,parking,garden"
4261,Tokyo,Apartment,3,"free wifi,kitchen,game console,pool,laundry"
4517,Tokyo,Hotel,5,"spa,bbq"
3440,Tokyo,Hotel,3,"garden,free wifi,on-site restaurant"
5152,Tokyo,Apartment,4,free wifi
1573,Tokyo,Hotel,5,"on-site restaurant,airport shuttle,garden,free wifi,spa,pool,breakfast,bbq"
1333,Tokyo,Hotel,7,"bbq,on-site restaurant,pool"
1111,Tokyo,Apartment,3,"game console,parking"
4163,Tokyo,Hotel,7,"pool,garden,on-site restaurant,bbq,breakfast,free wifi"
3517,Tokyo,Apartment,2,"kitchen,laundry,pool,free wifi"
2920,Tokyo,Hotel,NA,"pool,garden,bbq,breakfast,on-site restaurant"
1611,Tokyo,Apartment,NA,"parking,kitchen,laundry,free wifi,pool,bbq"
2688,Tokyo,Apartment,3,"bbq,kitchen,pool,free wifi,laundry,parking,game console"
4287,Tokyo,Hotel,6,"bbq,airport shuttle"
3249,Tokyo,Hotel,NA,"garden,on-site restaurant"
2529,Tokyo,Apartment,1,pool
3437,Tokyo,Apartment,4,"pool,parking"
1505,Tokyo,Apartment,1,"pool,free wifi,garden,kitchen,parking"
2325,Tokyo,Hotel,8,breakfast
4594,Tokyo,Hotel,5,"bbq,free wifi,pool,airport shuttle"
4198,Tokyo,Hotel,3,"on-site restaurant,airport shuttle,breakfast,free wifi"
4674,Tokyo,Hotel,2,"airport shuttle,parking,free wifi"
2615,Tokyo,Hotel,3,"pool,airport shuttle,free wifi,breakfast,spa,garden,on-site restaurant,bbq"
2552,Tokyo,Apartment,2,"kitchen,laundry,parking,garden"
1003,Tokyo,Hotel,15,"breakfast,on-site restaurant"
2220,Tokyo,Apartment,2,bbq
3060,Tokyo,Apartment,2,"free wifi,kitchen,parking"
5067,Tokyo,Hotel,7,parking
3394,Tokyo,Apartment,7,"pool,kitchen"
1510,Tokyo,Hotel,7,"spa,breakfast"
3032,Tokyo,Apartment,5,"laundry,pool,bbq,parking,free wifi"
5147,Tokyo,Apartment,4,"breakfast,parking,free wifi,pool,laundry,kitchen"
3924,Tokyo,Hotel,11,"garden,pool"
3591,Tokyo,Hotel,7,"on-site restaurant,free wifi"
4152,Tokyo,Apartment,2,"free wifi,parking,laundry,kitchen"
3308,Tokyo,Apartment,3,"bbq,kitchen,free wifi,laundry"
4532,Tokyo,Hotel,2,breakfast
1019,Tokyo,Hotel,3,breakfast
1371,Tokyo,Apartment,3,"garden,parking,laundry,kitchen,free wifi,bbq,pool"
3778,Tokyo,Hotel,3,"free wifi,breakfast,on-site restaurant"
3243,Tokyo,Apartment,5,"parking,bbq,laundry"
4134,Tokyo,Apartment,2,kitchen
1119,Tokyo,Hotel,10,"on-site restaurant,airport shuttle,breakfast"
2093,Tokyo,Apartment,NA,"laundry,parking,pool"
2746,Tokyo,Apartment,3,parking
3366,Tokyo,Hotel,9,"garden,airport shuttle,breakfast,pool,on-site restaurant,free wifi,spa"
3833,Tokyo,Apartment,3,"garden,kitchen,free wifi,pool,parking,game console,laundry"
5100,Tokyo,Hotel,10,"breakfast,pool,parking,garden,airport shuttle,free wifi"
4661,Tokyo,Hotel,4,"garden,free wifi,breakfast,airport shuttle,on-site restaurant,spa,pool,bbq,parking"
2780,Tokyo,Hotel,5,pool
3797,Tokyo,Apartment,4,"kitchen,laundry,bbq,parking,pool,free wifi,garden"
2641,Tokyo,Apartment,1,"free wifi,kitchen"
1343,Tokyo,Apartment,2,"laundry,free wifi"
5082,Tokyo,Apartment,3,"bbq,kitchen,laundry,parking"
2084,Tokyo,Apartment,3,"parking,bbq"
3164,Tokyo,Apartment,2,free wifi
3192,Tokyo,Hotel,8,"breakfast,bbq,airport shuttle"
1298,Tokyo,Apartment,3,"game console,breakfast,free wifi"
3632,Tokyo,Apartment,2,"parking,garden,free wifi,pool,laundry"
1615,Tokyo,Apartment,3,"laundry,garden"
2661,Tokyo,Hotel,19,"spa,airport shuttle"
1454,Tokyo,Hotel,5,"on-site restaurant,parking,airport shuttle,pool,garden"
4781,Tokyo,Apartment,4,"free wifi,laundry,garden"
2462,Tokyo,Apartment,NA,"parking,garden"
3181,Tokyo,Apartment,4,"parking,laundry,kitchen,free wifi"
1535,Tokyo,Hotel,9,"airport shuttle,free wifi,pool,garden"
2524,Tokyo,Hotel,7,"breakfast,free wifi,airport shuttle"
2329,Tokyo,Apartment,3,"free wifi,laundry,parking,pool"
4700,Tokyo,Apartment,3,kitchen
1555,Tokyo,Apartment,5,"free wifi,bbq"
1469,Tokyo,Apartment,2,"free wifi,breakfast,garden,kitchen"
4515,Tokyo,Hotel,6,"pool,garden,free wifi,spa"
3812,Tokyo,Hotel,3,"free wifi,spa"
3474,Tokyo,Apartment,1,"game console,kitchen,free wifi,pool"
4772,Tokyo,Apartment,2,"kitchen,parking,garden,free wifi,bbq,laundry"
2683,Tokyo,Hotel,5,"free wifi,breakfast,airport shuttle,on-site restaurant,pool,bbq"
1017,Tokyo,Apartment,6,kitchen
4684,Tokyo,Hotel,9,"spa,breakfast,on-site restaurant,pool"
1852,Tokyo,Hotel,10,"pool,breakfast"
2122,Tokyo,Hotel,13,on-site restaurant
4069,Tokyo,Hotel,6,"garden,breakfast"
1745,Tokyo,Apartment,NA,"free wifi,parking,laundry,bbq"
3781,Tokyo,Apartment,1,kitchen
1318,Tokyo,Hotel,6,"airport shuttle,garden,breakfast,bbq,on-site restaurant,free wifi,spa,pool,parking"
2252,Tokyo,Apartment,3,"free wifi,kitchen,laundry,game console,garden,parking"
4218,Tokyo,Hotel,2,"airport shuttle,free wifi,on-site restaurant,pool,breakfast"
3101,Tokyo,Apartment,2,"laundry,pool"
4105,Tokyo,Apartment,4,"parking,pool,laundry,breakfast,kitchen,free wifi"
4054,Tokyo,Hotel,8,"airport shuttle,bbq"
1342,Tokyo,Hotel,9,"pool,airport shuttle"
1606,Tokyo,Hotel,NA,"pool,bbq,on-site restaurant,breakfast,spa"
3801,Tokyo,Apartment,3,"game console,pool"
4782,Tokyo,Apartment,4,"free wifi,kitchen,pool,laundry"
4251,Tokyo,Apartment,5,"parking,free wifi,laundry,kitchen"
2703,Tokyo,Apartment,5,"laundry,free wifi,breakfast,garden"
1812,Tokyo,Apartment,3,"kitchen,pool"
4260,Tokyo,Hotel,10,"airport shuttle,pool,breakfast"
3194,Tokyo,Hotel,NA,"on-site restaurant,free wifi,airport shuttle"
1106,Tokyo,Apartment,3,"bbq,free wifi"
4999,Tokyo,Apartment,9,"kitchen,pool,laundry"
4956,Tokyo,Hotel,9,"bbq,airport shuttle,breakfast"
2630,Tokyo,Apartment,NA,pool
1429,Tokyo,Apartment,2,"pool,free wifi"
1117,Tokyo,Hotel,3,"airport shuttle,garden,free wifi,on-site restaurant,bbq"
2021,Tokyo,Hotel,7,"free wifi,pool"
3468,Tokyo,Apartment,2,"parking,kitchen,laundry"
1580,Tokyo,Apartment,3,"kitchen,pool,free wifi,laundry,parking,bbq,garden,game console"
4119,Tokyo,Apartment,2,"game console,laundry,pool,kitchen,bbq,free wifi,parking,garden"
3348,Tokyo,Apartment,3,"kitchen,laundry"
4982,Tokyo,Hotel,5,free wifi
4012,Tokyo,Apartment,2,"parking,laundry,kitchen,game console,free wifi"
1072,Tokyo,Apartment,4,"bbq,kitchen"
1065,Tokyo,Apartment,4,"free wifi,pool,game console,laundry,garden"
4649,Tokyo,Apartment,3,"free wifi,kitchen,laundry,game console,bbq,pool,parking,breakfast"
4018,Tokyo,Apartment,3,breakfast
3660,Tokyo,Apartment,2,laundry
2251,Tokyo,Hotel,3,on-site restaurant
1492,Tokyo,Hotel,5,breakfast
5125,Tokyo,Hotel,12,"on-site restaurant,free wifi,airport shuttle,breakfast,bbq,pool"
2848,Tokyo,Apartment,NA,"parking,garden,kitchen,laundry,pool"
3387,Tokyo,Hotel,NA,"free wifi,airport shuttle,on-site restaurant,garden,pool,breakfast"
4373,Tokyo,Hotel,NA,"garden,airport shuttle,on-site restaurant,free wifi,parking"
1952,Tokyo,Apartment,3,"free wifi,bbq,parking,laundry,kitchen,breakfast,pool,game console"
1931,Tokyo,Apartment,5,"free wifi,garden"
4559,Tokyo,Hotel,9,"pool,airport shuttle,free wifi,breakfast,on-site restaurant"
3645,Tokyo,Apartment,6,"laundry,free wifi"
3424,Tokyo,Apartment,4,laundry
2335,Tokyo,Hotel,9,"free wifi,airport shuttle,on-site restaurant,breakfast,pool,bbq,garden,spa,parking"
3960,Tokyo,Apartment,2,free wifi
4455,Tokyo,Apartment,2,garden
2384,Tokyo,Hotel,4,"pool,bbq,free wifi,breakfast,garden,on-site restaurant,airport shuttle"
1527,Tokyo,Apartment,3,"pool,free wifi,kitchen,bbq,parking,laundry,garden"
4203,Tokyo,Hotel,6,"breakfast,free wifi,garden"
3844,Tokyo,Apartment,2,kitchen
4106,Tokyo,Hotel,4,"bbq,garden"
1695,Tokyo,Apartment,2,"free wifi,bbq,laundry,kitchen,pool,parking,garden,game console"
4683,Tokyo,Apartment,2,"free wifi,laundry,kitchen,parking,pool"
1468,Tokyo,Hotel,5,"on-site restaurant,breakfast,airport shuttle,free wifi,pool"
4505,Tokyo,Apartment,5,"kitchen,laundry,garden,pool,free wifi,bbq"
3407,Tokyo,Apartment,3,laundry
2193,Tokyo,Apartment,4,"free wifi,bbq,kitchen,laundry"
2757,Tokyo,Hotel,16,"on-site restaurant,pool,free wifi"
3722,Tokyo,Apartment,4,"laundry,game console,kitchen"
4216,Tokyo,Hotel,3,"free wifi,airport shuttle,pool,bbq"
2557,Tokyo,Apartment,1,"kitchen,parking,free wifi,bbq,laundry,breakfast,garden"
3855,Tokyo,Hotel,5,"free wifi,breakfast"
3935,Tokyo,Hotel,8,"pool,breakfast"
4490,Tokyo,Apartment,2,"bbq,free wifi"
2947,Tokyo,Hotel,12,bbq
3126,Tokyo,Apartment,3,"free wifi,parking"
3183,Tokyo,Apartment,5,kitchen
4955,Tokyo,Hotel,8,"on-site restaurant,free wifi"
4127,Tokyo,Hotel,NA,free wifi
2592,Tokyo,Hotel,4,"free wifi,airport shuttle,pool,bbq,garden,breakfast,spa"
3578,Tokyo,Hotel,3,"free wifi,breakfast,pool"
3050,Tokyo,Apartment,5,"free wifi,kitchen,laundry,garden,pool"
1036,Tokyo,Hotel,13,"free wifi,garden,breakfast,on-site restaurant,bbq"
2205,Tokyo,Apartment,3,"parking,kitchen"
3766,Tokyo,Hotel,4,"free wifi,breakfast,airport shuttle"
4817,Tokyo,Apartment,6,"parking,pool,garden"
3962,Tokyo,Apartment,7,"kitchen,free wifi"
3611,Tokyo,Hotel,7,free wifi
3061,Tokyo,Apartment,3,"kitchen,parking,garden,game console,free wifi"
2663,Tokyo,Apartment,1,"pool,kitchen"
4100,Tokyo,Apartment,3,"bbq,laundry,free wifi,kitchen,garden,game console"
2221,Tokyo,Hotel,13,"airport shuttle,free wifi,breakfast,spa,pool,on-site restaurant,garden"
3934,Tokyo,Apartment,3,"parking,kitchen,bbq,pool"
1485,Tokyo,Apartment,3,"free wifi,laundry,bbq,kitchen,parking"
3305,Tokyo,Hotel,4,"airport shuttle,free wifi,on-site restaurant,pool,garden,breakfast"
2190,Tokyo,Hotel,7,"parking,free wifi"
4206,Tokyo,Apartment,2,"bbq,free wifi"
3802,Tokyo,Apartment,2,"laundry,parking,kitchen,bbq,free wifi"
4154,Tokyo,Hotel,9,"free wifi,bbq,airport shuttle,garden"
3382,Tokyo,Hotel,8,"airport shuttle,garden"
1753,Tokyo,Hotel,12,"spa,garden,pool"
5040,Tokyo,Hotel,9,"pool,breakfast,on-site restaurant,airport shuttle"
1057,Tokyo,Hotel,4,"on-site restaurant,breakfast,pool,free wifi,airport shuttle"
3985,Tokyo,Apartment,5,"game console,laundry,bbq,pool,kitchen,parking,breakfast,free wifi"
5041,Tokyo,Apartment,2,bbq
4288,Tokyo,Apartment,2,"parking,garden,kitchen"
4241,Tokyo,Hotel,4,breakfast
2967,Tokyo,Hotel,9,airport shuttle
4295,Tokyo,Apartment,3,"free wifi,parking,laundry"
1832,Tokyo,Hotel,NA,free wifi
4587,Tokyo,Hotel,9,"spa,airport shuttle"
2898,Tokyo,Apartment,NA,pool
2082,Tokyo,Hotel,13,"parking,free wifi,bbq,on-site restaurant,airport shuttle,pool,breakfast"
3005,Tokyo,Hotel,3,"breakfast,airport shuttle,pool"
1795,Tokyo,Hotel,9,"bbq,on-site restaurant,breakfast,pool,airport shuttle,free wifi,spa,parking,garden"
1494,Tokyo,Apartment,NA,"free wifi,laundry,breakfast,pool"
3686,Tokyo,Hotel,9,"breakfast,garden,pool,on-site restaurant"
4072,Tokyo,Apartment,2,"pool,free wifi,parking"
2984,Tokyo,Apartment,4,"kitchen,bbq"
3053,Tokyo,Hotel,10,"breakfast,airport shuttle"
2598,Tokyo,Apartment,3,"kitchen,bbq,laundry,garden,parking,free wifi"
1612,Tokyo,Apartment,4,"kitchen,parking"
1195,Tokyo,Apartment,3,"kitchen,laundry,free wifi,pool"
3189,Tokyo,Hotel,4,airport shuttle
1331,Tokyo,Apartment,5,"kitchen,pool"
4833,Tokyo,Hotel,2,breakfast
2691,Tokyo,Hotel,4,pool
3832,Tokyo,Hotel,5,"airport shuttle,spa"
2105,Tokyo,Apartment,6,bbq
4377,Tokyo,Hotel,8,"pool,spa,breakfast"
2812,Tokyo,Hotel,9,garden
1515,Tokyo,Apartment,4,"kitchen,game console,free wifi,laundry,parking,bbq,pool,breakfast,garden"
2011,Tokyo,Apartment,3,"bbq,laundry,parking,kitchen,free wifi"
2573,Tokyo,Apartment,2,"parking,game console,free wifi,kitchen,garden,pool,bbq,laundry,breakfast"
1153,Tokyo,Apartment,3,"kitchen,laundry,free wifi"
1290,Tokyo,Apartment,6,"free wifi,pool,laundry"
4608,Tokyo,Apartment,5,"breakfast,parking,kitchen"
2284,Tokyo,Apartment,3,"pool,parking"
3063,Tokyo,Apartment,4,"free wifi,bbq,pool"
4687,Tokyo,Hotel,2,"on-site restaurant,airport shuttle,pool,bbq,breakfast"
1859,Tokyo,Hotel,3,free wifi
4976,Tokyo,Apartment,4,"game console,kitchen,pool"
3447,Tokyo,Hotel,4,"airport shuttle,on-site restaurant"
4725,Tokyo,Hotel,10,"on-site restaurant,free wifi,spa,bbq,airport shuttle,breakfast"
1503,Tokyo,Apartment,3,"game console,pool"
4298,Tokyo,Hotel,24,"breakfast,garden,free wifi"
3997,Tokyo,Hotel,2,"spa,on-site restaurant,free wifi"
3226,Tokyo,Hotel,9,"on-site restaurant,pool,breakfast,free wifi"
5027,Tokyo,Hotel,9,"free wifi,bbq,pool,on-site restaurant"
1621,Tokyo,Apartment,2,"kitchen,bbq"
3879,Tokyo,Apartment,3,"kitchen,garden,free wifi,laundry,parking,pool,bbq"
1622,Tokyo,Apartment,4,"garden,parking"
3892,Tokyo,Apartment,1,"free wifi,bbq,kitchen"
1536,Tokyo,Apartment,2,"free wifi,laundry"
4650,Tokyo,Apartment,5,"free wifi,game console,laundry,kitchen,pool,parking,bbq,garden,breakfast"
4926,Tokyo,Apartment,2,"pool,parking"
4284,Tokyo,Hotel,9,"on-site restaurant,breakfast"
3379,Tokyo,Hotel,4,"breakfast,airport shuttle,pool"
2682,Tokyo,Apartment,2,"laundry,parking,kitchen,free wifi,game console,garden"
1878,Tokyo,Hotel,NA,breakfast
4828,Tokyo,Apartment,3,"bbq,garden"
2224,Tokyo,Apartment,5,free wifi
1940,Tokyo,Hotel,2,"spa,on-site restaurant,pool,free wifi,breakfast,airport shuttle,garden,parking"
2467,Tokyo,Apartment,3,"kitchen,free wifi,garden,laundry,pool,parking,bbq,game console,breakfast"
1368,Tokyo,Hotel,6,spa
3528,Tokyo,Hotel,NA,"airport shuttle,free wifi,parking"
4008,Tokyo,Hotel,NA,"garden,pool,parking,airport shuttle,breakfast"
3805,Tokyo,Apartment,1,"garden,parking,kitchen,game console,laundry,free wifi"
3026,Tokyo,Apartment,3,"kitchen,pool,bbq,parking,laundry"
5173,Tokyo,Apartment,NA,"laundry,free wifi,kitchen,garden,bbq,parking,game console,pool"
1754,Tokyo,Hotel,6,"on-site restaurant,free wifi,airport shuttle,breakfast,garden,bbq,pool"
1126,Tokyo,Apartment,4,"garden,pool,laundry,parking,kitchen,free wifi"
4787,Tokyo,Apartment,2,bbq
3404,Tokyo,Apartment,4,"free wifi,pool,breakfast,kitchen,garden,parking,bbq,game console"
2005,Tokyo,Hotel,2,"breakfast,free wifi,airport shuttle,pool"
1907,Tokyo,Apartment,3,"bbq,parking,garden,kitchen,pool,laundry,free wifi"
4519,Tokyo,Apartment,4,"kitchen,garden,free wifi,bbq"
4232,Tokyo,Apartment,1,kitchen
2145,Tokyo,Hotel,6,"breakfast,free wifi,airport shuttle,pool"
3541,Tokyo,Apartment,5,"pool,kitchen,garden,parking,bbq,game console"
2351,Tokyo,Hotel,3,"on-site restaurant,bbq"
3784,Tokyo,Hotel,4,free wifi
5178,Tokyo,Hotel,12,spa
3134,Tokyo,Apartment,3,pool
1863,Tokyo,Hotel,8,"on-site restaurant,breakfast"
2050,Tokyo,Apartment,5,"laundry,free wifi,pool"
1971,Tokyo,Hotel,NA,"garden,breakfast,bbq,pool"
4035,Tokyo,Hotel,6,"bbq,garden,free wifi,on-site restaurant,airport shuttle"
2585,Tokyo,Hotel,7,free wifi
4102,Tokyo,Apartment,2,"kitchen,game console,pool,free wifi"
3042,Tokyo,Hotel,2,"free wifi,airport shuttle,bbq,pool,parking,breakfast"
3538,Tokyo,Hotel,7,"bbq,pool,airport shuttle,free wifi,breakfast,garden,on-site restaurant,spa,parking"
1841,Tokyo,Hotel,7,"airport shuttle,garden,breakfast"
4680,Tokyo,Hotel,7,"spa,airport shuttle"
4104,Tokyo,Hotel,8,"pool,spa,free wifi"
4213,Tokyo,Hotel,6,"airport shuttle,pool,free wifi,bbq,breakfast,spa,garden,on-site restaurant"
1726,Tokyo,Apartment,3,"free wifi,parking,laundry,kitchen,garden,bbq,pool,breakfast"
5087,Tokyo,Apartment,2,"free wifi,parking,breakfast,kitchen,pool,garden"
4478,Tokyo,Apartment,3,"laundry,free wifi,pool"
2225,Tokyo,Apartment,1,"kitchen,pool"
1926,Tokyo,Apartment,7,"kitchen,laundry"
4415,Tokyo,Apartment,1,"kitchen,pool,laundry,parking,game console"
4565,Tokyo,Apartment,1,kitchen
4595,Tokyo,Hotel,7,on-site restaurant
1585,Tokyo,Apartment,5,"garden,free wifi,kitchen,laundry"
3151,Tokyo,Apartment,5,"pool,laundry,kitchen,parking,garden"
3258,Tokyo,Apartment,2,"kitchen,free wifi,laundry"
1222,Tokyo,Hotel,9,"on-site restaurant,airport shuttle,free wifi,garden"
3230,Tokyo,Apartment,4,"free wifi,pool,bbq,laundry,parking"
2007,Tokyo,Apartment,2,"breakfast,pool,parking,free wifi,garden,kitchen"
2607,Tokyo,Hotel,15,"free wifi,on-site restaurant,breakfast,airport shuttle,spa,bbq"
4156,Tokyo,Apartment,6,bbq
1078,Tokyo,Apartment,1,"laundry,breakfast,kitchen"
2625,Tokyo,Apartment,2,"game console,free wifi"
2841,Tokyo,Apartment,3,free wifi
2662,Tokyo,Hotel,6,"free wifi,pool,breakfast"
1235,Tokyo,Apartment,2,"pool,garden,laundry,free wifi"
2770,Tokyo,Apartment,2,"bbq,breakfast"
2461,Tokyo,Hotel,4,"on-site restaurant,pool,airport shuttle,breakfast,free wifi"
3729,Tokyo,Apartment,6,kitchen
1856,Tokyo,Hotel,6,"free wifi,garden,bbq"
1160,Tokyo,Apartment,4,"parking,free wifi,laundry,kitchen,pool,breakfast,game console"
1969,Tokyo,Apartment,4,"pool,breakfast,kitchen,laundry,bbq,free wifi,parking,garden,game console"
2174,Tokyo,Hotel,NA,"free wifi,breakfast"
3769,Tokyo,Hotel,2,"pool,free wifi"
4770,Tokyo,Hotel,4,"airport shuttle,on-site restaurant,bbq,free wifi"
2189,Tokyo,Apartment,4,free wifi
1822,Tokyo,Hotel,9,"airport shuttle,free wifi"
3825,Tokyo,Hotel,4,"bbq,on-site restaurant,spa,airport shuttle,pool,breakfast"
3028,Tokyo,Hotel,2,"on-site restaurant,breakfast,airport shuttle,free wifi,garden,bbq"
4071,Tokyo,Hotel,7,"airport shuttle,bbq,spa,free wifi,on-site restaurant,garden"
2823,Tokyo,Hotel,11,"on-site restaurant,pool,parking,garden,breakfast,airport shuttle"
2073,Tokyo,Hotel,6,"pool,breakfast,spa,garden,on-site restaurant"
1087,Tokyo,Apartment,2,"free wifi,parking,game console,garden,breakfast,kitchen,pool,laundry"
3337,Tokyo,Hotel,4,"spa,free wifi,on-site restaurant,breakfast,airport shuttle"
2198,Tokyo,Hotel,7,"pool,airport shuttle"
3395,Tokyo,Hotel,4,"airport shuttle,bbq,breakfast,parking,free wifi,on-site restaurant,garden"
1672,Tokyo,Hotel,2,"breakfast,on-site restaurant,airport shuttle,free wifi,garden,pool,bbq,spa"
3304,Tokyo,Hotel,NA,"airport shuttle,bbq"
1805,Tokyo,Hotel,8,"bbq,free wifi,garden,airport shuttle"
3665,Tokyo,Hotel,6,"spa,free wifi,breakfast,pool,airport shuttle,on-site restaurant"
1140,Tokyo,Apartment,1,"kitchen,pool,free wifi,game console,garden,laundry"
1481,Tokyo,Apartment,2,"laundry,kitchen"
2831,Tokyo,Apartment,4,"kitchen,parking"
1437,Tokyo,Apartment,4,parking
4995,Tokyo,Apartment,2,"laundry,free wifi"
1287,Tokyo,Hotel,5,"free wifi,garden,bbq,parking,spa,airport shuttle,on-site restaurant"
4153,Tokyo,Apartment,4,"free wifi,kitchen,pool,laundry,parking,game console"
3552,Tokyo,Apartment,2,"kitchen,garden,free wifi,bbq,laundry,pool"
1059,Tokyo,Apartment,5,"pool,free wifi,kitchen,parking"
2763,Tokyo,Hotel,7,"breakfast,airport shuttle,free wifi,pool,on-site restaurant"
1543,Tokyo,Apartment,1,"free wifi,kitchen,parking,garden,laundry,bbq,game console"
1785,Tokyo,Apartment,3,"garden,breakfast"
4786,Tokyo,Apartment,3,"laundry,kitchen,pool"
1664,Tokyo,Apartment,1,"laundry,kitchen"
1620,Tokyo,Apartment,2,"free wifi,pool,parking,garden,kitchen"
5148,Tokyo,Apartment,3,"bbq,parking,garden,kitchen,laundry,free wifi,pool"
2171,Tokyo,Hotel,5,"parking,breakfast,spa,airport shuttle,free wifi,pool,on-site restaurant"
4726,Tokyo,Hotel,9,"airport shuttle,garden"
4246,Tokyo,Apartment,2,"laundry,pool,kitchen,parking"
3421,Tokyo,Apartment,NA,"free wifi,kitchen,bbq,parking"
2632,Tokyo,Apartment,3,"free wifi,laundry"
2437,Tokyo,Apartment,2,"bbq,game console,laundry,parking,kitchen,free wifi"
4834,Tokyo,Apartment,3,"free wifi,pool,kitchen,parking"
